CodClientes;Faturado;SetorAtendim;Emissao;Saida;Transacao;CodProdut;Valor_prod;Qtd;Ganho
498;S;6;20200208;20200208;57237;62;19.2;33;633.6
498;S;1;20200321;20200324;59374;65;47.6;61;2903.6
498;S;6;20210212;20210213;76323;58;15;26;390
498;S;7;20210320;20210321;78244;49;17.9;29;519.1
498;S;3;20210412;20210413;79395;61;34;44;1496
498;S;2;20210515;20210515;81048;51;39.9;30;1197
498;S;2;20210621;20210624;82906;59;14.1;39;549.9
498;S;2;20210825;20210829;86188;64;20.6;32;659.2
498;S;2;20210926;20210926;87832;57;20.2;69;1393.8
498;S;1;20211003;20211004;88160;55;18.9;35;661.5
3724;S;3;20190113;20190115;37093;55;18.9;50;945
3724;S;1;20190301;20190301;39531;58;15;28;420
3724;S;3;20190508;20190509;43069;54;20.5;44;902
3724;S;1;20190926;20190926;50308;63;17;74;1258
3724;S;3;20200221;20200222;57893;65;47.6;66;3141.6
3724;S;2;20200224;20200226;58064;63;17;4;68
3724;S;5;20200226;20200226;58152;63;17;43;731
3724;S;3;20210223;20210224;76906;64;20.6;31;638.6
3724;S;6;20210323;20210326;78387;52;16.6;64;1062.4
3724;S;7;20210829;20210829;86407;55;18.9;31;585.9
3724;S;6;20211020;20211024;89034;60;32.7;42;1373.4
2625;S;2;20190221;20190221;39095;62;19.2;26;499.2
2625;S;1;20190427;20190427;42519;60;32.7;39;1275.3
2625;S;6;20190601;20190601;44244;51;39.9;19;758.1
2625;S;2;20191128;20191128;53569;62;19.2;49;940.8
2625;S;6;20200110;20200112;55735;58;15;39;585
2625;S;7;20210205;20210205;75953;64;20.6;29;597.4
4585;S;1;20190128;20190128;37875;56;44.7;48;2145.6
4585;S;6;20190327;20190327;40947;65;47.6;62;2951.2
4585;S;2;20190828;20190828;48869;56;44.7;27;1206.9
4585;S;2;20190920;20190923;50032;64;20.6;53;1091.8
4585;S;3;20191001;20191003;50604;53;43.1;67;2887.7
4585;S;6;20191123;20191127;53315;62;19.2;54;1036.8
4585;S;7;20191126;20191126;53465;59;14.1;50;705
4585;S;3;20200309;20200313;58769;50;46.6;2;93.2
4585;S;1;20210425;20210425;80018;62;19.2;40;768
4585;S;2;20210615;20210615;82620;57;20.2;8;161.6
4585;S;2;20210624;20210628;83077;60;32.7;18;588.6
4585;S;2;20210627;20210627;83221;61;34;28;952
4585;S;2;20210702;20210705;83538;54;20.5;79;1619.5
4585;S;5;20210925;20210928;87786;52;16.6;25;415
298;S;6;20190507;20190510;43015;61;34;51;1734
298;S;5;20190607;20190609;44549;53;43.1;18;775.8
298;S;7;20190901;20190903;48996;60;32.7;22;719.4
298;S;6;20200121;20200125;56339;56;44.7;79;3531.3
298;N;2;20210612;20210614;82422;51;39.9;36;1436.4
298;S;1;20210703;20210707;83571;51;39.9;34;1356.6
784;S;1;20190111;20190112;36969;55;18.9;59;1115.1
784;S;5;20190405;20190408;41381;53;43.1;69;2973.9
784;S;2;20190511;20190511;43234;52;16.6;37;614.2
784;S;7;20190513;20190513;43334;63;17;34;578
784;S;3;20190525;20190526;43979;62;19.2;37;710.4
784;S;1;20190603;20190603;44361;65;47.6;49;2332.4
784;S;6;20190607;20190608;44578;57;20.2;61;1232.2
784;S;2;20190909;20190909;49401;55;18.9;41;774.9
784;S;6;20191108;20191110;52471;54;20.5;54;1107
784;S;6;20191117;20191120;52975;56;44.7;49;2190.3
784;S;1;20191205;20191208;53946;64;20.6;42;865.2
784;S;5;20200211;20200213;57360;52;16.6;21;348.6
784;S;5;20200329;20200329;59820;49;17.9;27;483.3
784;S;1;20210322;20210324;78303;63;17;17;289
784;S;6;20210402;20210405;78832;60;32.7;15;490.5
784;S;3;20210606;20210607;82111;61;34;68;2312
784;S;6;20210609;20210612;82257;50;46.6;43;2003.8
784;S;7;20210709;20210712;83861;49;17.9;34;608.6
784;S;7;20210728;20210728;84847;50;46.6;56;2609.6
784;S;2;20210805;20210806;85207;58;15;25;375
784;S;3;20210816;20210817;85770;49;17.9;39;698.1
784;S;5;20210914;20210916;87188;56;44.7;53;2369.1
784;S;5;20210917;20210921;87381;58;15;32;480
1792;S;5;20190213;20190213;38676;55;18.9;59;1115.1
1792;S;7;20190215;20190215;38744;54;20.5;25;512.5
1792;S;6;20190401;20190403;41173;50;46.6;71;3308.6
1792;S;1;20190417;20190417;41976;56;44.7;27;1206.9
1792;S;1;20190716;20190719;46670;61;34;26;884
1792;S;2;20190722;20190725;46997;59;14.1;23;324.3
1792;S;5;20190823;20190827;48613;54;20.5;47;963.5
1792;S;6;20190923;20190927;50149;56;44.7;76;3397.2
1792;S;4;20191013;20191013;51226;63;17;41;697
1792;S;6;20191129;20191129;53642;56;44.7;74;3307.8
1792;S;5;20200120;20200122;56274;59;14.1;51;719.1
1792;S;4;20200221;20200222;57882;54;20.5;64;1312
1792;S;3;20200327;20200327;59721;65;47.6;58;2760.8
1792;S;5;20210208;20210211;76108;59;14.1;31;437.1
1792;S;4;20210315;20210316;77947;57;20.2;22;444.4
1792;S;1;20210507;20210508;80652;57;20.2;46;929.2
1792;S;2;20210727;20210727;84803;57;20.2;28;565.6
4245;S;2;20190505;20190507;42957;59;14.1;47;662.7
4245;S;2;20190723;20190724;47014;53;43.1;75;3232.5
4245;S;5;20190808;20190811;47828;57;20.2;18;363.6
4245;S;6;20190819;20190823;48386;55;18.9;21;396.9
4245;S;6;20191004;20191007;50706;62;19.2;56;1075.2
4245;S;3;20200219;20200220;57753;49;17.9;26;465.4
4245;S;7;20210309;20210309;77628;51;39.9;23;917.7
4245;S;2;20210311;20210315;77752;54;20.5;19;389.5
4245;S;2;20210403;20210407;78871;64;20.6;59;1215.4
4245;S;1;20210426;20210426;80112;55;18.9;53;1001.7
4245;S;5;20210706;20210708;83704;52;16.6;64;1062.4
3698;S;3;20190318;20190319;40436;64;20.6;54;1112.4
3698;S;2;20190322;20190325;40709;55;18.9;56;1058.4
3698;S;1;20190415;20190419;41906;58;15;38;570
3698;N;3;20190926;20190926;50332;57;20.2;25;505
3698;S;1;20191001;20191001;50592;59;14.1;34;479.4
3698;S;5;20191115;20191117;52824;56;44.7;9;402.3
3698;S;3;20210310;20210314;77675;54;20.5;32;656
3698;S;3;20210805;20210806;85190;61;34;30;1020
3698;S;1;20210926;20210926;87856;58;15;23;345
3698;S;1;20211011;20211014;88571;64;20.6;31;638.6
4050;S;4;20190308;20190311;39912;49;17.9;56;1002.4
4050;S;7;20190321;20190324;40589;56;44.7;16;715.2
4050;S;2;20190514;20190515;43379;62;19.2;47;902.4
4050;S;4;20190720;20190720;46851;59;14.1;23;324.3
4050;S;1;20190721;20190724;46914;50;46.6;49;2283.4
4050;S;2;20190818;20190822;48338;52;16.6;77;1278.2
4050;S;1;20190919;20190923;49957;60;32.7;77;2517.9
4050;S;2;20191020;20191023;51544;62;19.2;51;979.2
4050;S;3;20191023;20191025;51696;54;20.5;65;1332.5
4050;S;2;20191117;20191119;52932;58;15;58;870
4050;S;6;20191129;20191129;53614;58;15;31;465
4050;S;2;20191222;20191226;54868;56;44.7;78;3486.6
4050;S;5;20200401;20200402;59933;65;47.6;31;1475.6
4050;S;3;20210209;20210210;76163;55;18.9;19;359.1
4050;S;7;20210424;20210427;79978;54;20.5;52;1066
4050;S;5;20210901;20210904;86520;50;46.6;33;1537.8
4050;S;2;20210903;20210904;86648;53;43.1;20;862
2167;S;6;20190627;20190627;45597;55;18.9;33;623.7
2167;S;3;20191126;20191126;53438;51;39.9;10;399
2167;S;2;20191213;20191215;54339;62;19.2;46;883.2
2167;S;3;20210215;20210217;76473;56;44.7;79;3531.3
2167;S;3;20210308;20210312;77603;58;15;53;795
2167;S;1;20210323;20210323;78389;65;47.6;63;2998.8
3897;S;5;20190111;20190113;37019;49;17.9;19;340.1
3897;S;1;20190701;20190701;45852;57;20.2;74;1494.8
3897;S;3;20190823;20190825;48583;63;17;18;306
3897;S;4;20191023;20191023;51729;51;39.9;65;2593.5
3897;S;6;20191108;20191109;52479;53;43.1;50;2155
3897;S;2;20191119;20191122;53045;58;15;26;390
3897;S;6;20200209;20200210;57265;55;18.9;45;850.5
3897;S;6;20200325;20200325;59564;57;20.2;40;808
3897;S;2;20210206;20210207;75973;51;39.9;16;638.4
3897;S;4;20210519;20210522;81262;49;17.9;45;805.5
3897;S;3;20210521;20210521;81366;51;39.9;9;359.1
3897;S;1;20210527;20210527;81691;49;17.9;30;537
3897;S;3;20210814;20210815;85664;61;34;26;884
3897;S;6;20210926;20210926;87829;62;19.2;33;633.6
3535;S;3;20190202;20190204;38063;58;15;40;600
3535;S;1;20190313;20190314;40174;62;19.2;21;403.2
3535;S;2;20190421;20190423;42201;61;34;35;1190
3535;S;1;20190702;20190702;45886;53;43.1;30;1293
3535;S;6;20191008;20191008;50980;62;19.2;21;403.2
3535;S;3;20191020;20191021;51550;56;44.7;13;581.1
3535;S;7;20191101;20191103;52121;65;47.6;76;3617.6
3535;S;5;20200115;20200118;55997;55;18.9;49;926.1
3535;S;7;20200205;20200206;57089;52;16.6;15;249
3535;S;5;20200229;20200229;58299;55;18.9;38;718.2
3535;S;5;20210227;20210227;77131;52;16.6;74;1228.4
3535;S;7;20210902;20210904;86577;65;47.6;49;2332.4
4431;S;1;20190116;20190120;37246;64;20.6;31;638.6
4431;S;5;20190207;20190211;38334;51;39.9;65;2593.5
4431;S;5;20190621;20190621;45286;58;15;51;765
4431;S;1;20190627;20190627;45645;60;32.7;4;130.8
4431;S;5;20190717;20190718;46689;49;17.9;60;1074
4431;S;6;20190907;20190909;49327;59;14.1;59;831.9
4431;S;3;20191004;20191005;50755;59;14.1;60;846
4431;S;2;20191007;20191008;50917;59;14.1;56;789.6
4431;S;3;20191025;20191026;51837;55;18.9;53;1001.7
4431;S;5;20191030;20191030;52051;55;18.9;57;1077.3
4431;S;5;20191202;20191203;53760;57;20.2;39;787.8
4431;S;6;20191202;20191204;53789;64;20.6;34;700.4
4431;N;3;20200222;20200225;57930;56;44.7;52;2324.4
4431;S;5;20210207;20210208;76005;58;15;37;555
4431;S;4;20210212;20210215;76292;56;44.7;17;759.9
4431;S;7;20210225;20210225;76993;53;43.1;53;2284.3
4431;S;1;20210316;20210319;78016;64;20.6;23;473.8
4431;S;5;20210516;20210518;81099;60;32.7;77;2517.9
4431;S;5;20210525;20210529;81550;61;34;36;1224
4431;N;4;20210623;20210626;83056;65;47.6;66;3141.6
4431;S;1;20210713;20210714;84088;50;46.6;68;3168.8
4431;S;6;20210926;20210926;87825;54;20.5;11;225.5
3536;S;1;20190116;20190117;37249;60;32.7;45;1471.5
3536;S;5;20190705;20190706;46077;54;20.5;24;492
3536;S;7;20191023;20191026;51705;56;44.7;48;2145.6
3536;S;2;20200108;20200112;55667;65;47.6;39;1856.4
3536;S;3;20200324;20200325;59530;65;47.6;48;2284.8
3536;S;2;20210324;20210328;78422;51;39.9;19;758.1
3536;S;3;20210330;20210330;78748;61;34;73;2482
3536;N;2;20210602;20210602;81923;50;46.6;8;372.8
3536;S;2;20210610;20210610;82324;60;32.7;25;817.5
3536;S;2;20210820;20210821;85939;54;20.5;10;205
3536;S;2;20210910;20210913;86979;52;16.6;66;1095.6
1385;S;1;20190322;20190325;40659;51;39.9;67;2673.3
1385;S;6;20190401;20190402;41115;53;43.1;14;603.4
1385;S;3;20190516;20190516;43470;65;47.6;36;1713.6
1385;S;2;20190606;20190609;44492;57;20.2;73;1474.6
1385;S;2;20190624;20190624;45450;56;44.7;51;2279.7
1385;S;4;20190706;20190706;46105;51;39.9;23;917.7
1385;S;5;20190914;20190917;49698;59;14.1;21;296.1
1385;S;5;20191128;20191128;53563;50;46.6;26;1211.6
1385;S;2;20200401;20200404;59940;55;18.9;38;718.2
1385;N;1;20210703;20210706;83591;60;32.7;31;1013.7
1385;S;5;20210705;20210705;83668;49;17.9;17;304.3
1385;N;2;20211010;20211013;88547;59;14.1;19;267.9
1019;S;1;20190126;20190126;37791;51;39.9;6;239.4
1019;S;1;20190522;20190525;43787;55;18.9;32;604.8
1019;S;2;20190616;20190617;45030;53;43.1;77;3318.7
1019;S;2;20200114;20200118;55978;53;43.1;42;1810.2
1019;S;1;20210306;20210309;77454;64;20.6;47;968.2
1019;S;1;20210309;20210312;77624;61;34;15;510
1019;S;1;20210530;20210530;81783;64;20.6;32;659.2
1019;S;5;20210809;20210809;85419;51;39.9;30;1197
1019;S;1;20210820;20210821;85944;60;32.7;28;915.6
3696;S;5;20190721;20190724;46898;60;32.7;50;1635
3696;S;5;20191126;20191126;53450;54;20.5;67;1373.5
3696;S;3;20200113;20200113;55888;57;20.2;29;585.8
3696;S;5;20200212;20200216;57414;59;14.1;36;507.6
3696;S;2;20200329;20200329;59849;51;39.9;65;2593.5
3696;S;5;20211004;20211006;88216;51;39.9;24;957.6
2147;S;7;20190221;20190222;39082;57;20.2;47;949.4
2147;S;5;20190305;20190309;39750;52;16.6;2;33.2
2147;S;3;20190805;20190809;47693;50;46.6;7;326.2
2147;S;2;20190915;20190917;49737;58;15;29;435
2147;S;4;20210319;20210323;78156;57;20.2;3;60.6
2147;S;6;20210327;20210327;78598;63;17;29;493
2147;S;7;20210402;20210403;78862;56;44.7;61;2726.7
2147;S;5;20210621;20210622;82952;51;39.9;55;2194.5
2147;S;5;20210627;20210627;83251;58;15;19;285
2147;S;6;20210811;20210815;85477;55;18.9;32;604.8
2640;S;6;20190303;20190306;39606;53;43.1;6;258.6
2640;S;1;20190415;20190419;41890;52;16.6;49;813.4
2640;S;1;20190604;20190604;44428;51;39.9;14;558.6
2640;S;4;20191022;20191023;51676;59;14.1;50;705
2640;S;1;20200204;20200208;56996;55;18.9;43;812.7
2640;S;3;20210213;20210215;76395;49;17.9;31;554.9
2640;S;3;20210823;20210824;86095;58;15;30;450
2423;S;3;20190222;20190225;39132;49;17.9;23;411.7
2423;S;6;20190309;20190309;39954;60;32.7;70;2289
2423;S;2;20190326;20190326;40879;53;43.1;9;387.9
2423;S;3;20190411;20190411;41688;62;19.2;44;844.8
2423;S;3;20190501;20190501;42745;52;16.6;38;630.8
2423;S;2;20190805;20190808;47679;56;44.7;29;1296.3
2423;S;3;20190830;20190830;48930;50;46.6;31;1444.6
2423;S;2;20191108;20191110;52472;55;18.9;21;396.9
2423;S;7;20191210;20191214;54177;60;32.7;49;1602.3
2423;S;1;20200213;20200214;57480;55;18.9;48;907.2
2423;S;2;20200217;20200218;57707;52;16.6;54;896.4
2423;S;2;20200219;20200219;57779;52;16.6;31;514.6
2423;S;5;20210302;20210306;77275;55;18.9;24;453.6
2423;S;3;20210419;20210420;79704;65;47.6;65;3094
2423;S;3;20210502;20210504;80358;55;18.9;35;661.5
2423;S;6;20210517;20210520;81147;54;20.5;9;184.5
2423;S;1;20210617;20210618;82705;52;16.6;62;1029.2
2423;N;7;20210719;20210721;84383;57;20.2;65;1313
2423;S;3;20210926;20210926;87826;61;34;64;2176
1388;N;1;20190225;20190226;39336;49;17.9;50;895
1388;S;1;20190318;20190319;40473;51;39.9;24;957.6
1388;S;3;20190324;20190326;40789;50;46.6;16;745.6
1388;S;7;20190902;20190905;49038;56;44.7;62;2771.4
1388;S;2;20190922;20190926;50113;57;20.2;58;1171.6
1388;S;1;20191119;20191122;53059;52;16.6;13;215.8
1388;S;5;20210420;20210424;79807;55;18.9;17;321.3
1388;S;3;20210510;20210512;80791;58;15;25;375
3694;S;3;20190128;20190128;37854;51;39.9;75;2992.5
3694;S;7;20190205;20190208;38219;62;19.2;43;825.6
3694;N;7;20190312;20190316;40136;63;17;61;1037
3694;S;5;20190428;20190428;42564;51;39.9;13;518.7
3694;S;1;20190512;20190515;43310;64;20.6;37;762.2
3694;S;6;20190910;20190914;49503;51;39.9;77;3072.3
3694;S;6;20200218;20200222;57739;52;16.6;63;1045.8
3694;S;1;20200314;20200315;59000;50;46.6;32;1491.2
3694;S;1;20210403;20210403;78876;60;32.7;22;719.4
3694;S;3;20210409;20210413;79208;51;39.9;78;3112.2
3694;S;5;20210809;20210810;85398;59;14.1;45;634.5
3694;S;5;20210901;20210901;86504;51;39.9;19;758.1
2979;S;1;20190312;20190313;40113;65;47.6;21;999.6
2979;S;1;20190528;20190528;44094;65;47.6;46;2189.6
2979;S;5;20190627;20190627;45619;57;20.2;53;1070.6
2979;N;3;20191010;20191014;51113;65;47.6;28;1332.8
2979;S;1;20191011;20191015;51115;61;34;74;2516
2979;S;6;20191222;20191222;54861;55;18.9;44;831.6
2979;S;5;20191223;20191225;54909;61;34;33;1122
2979;S;2;20200109;20200110;55692;57;20.2;53;1070.6
2979;S;3;20200122;20200125;56402;51;39.9;59;2354.1
4;S;6;20190212;20190215;38600;57;20.2;41;828.2
4;S;5;20190506;20190507;42981;60;32.7;61;1994.7
4;S;3;20190714;20190714;46549;53;43.1;74;3189.4
4;S;2;20190719;20190719;46797;65;47.6;15;714
4;S;2;20191205;20191207;53942;50;46.6;46;2143.6
4;S;3;20200124;20200127;56475;49;17.9;33;590.7
4;S;3;20200206;20200206;57139;63;17;62;1054
4;S;1;20210218;20210219;76641;62;19.2;37;710.4
4;S;3;20210407;20210410;79097;56;44.7;76;3397.2
4;S;6;20210420;20210422;79764;51;39.9;25;997.5
4;S;3;20210523;20210527;81441;54;20.5;31;635.5
4;S;4;20210627;20210627;83215;50;46.6;9;419.4
4;S;3;20210704;20210708;83633;61;34;39;1326
4;S;3;20211018;20211020;88943;60;32.7;8;261.6
763;S;6;20190123;20190126;37598;54;20.5;46;943
763;S;6;20190214;20190216;38706;62;19.2;17;326.4
763;S;1;20190305;20190308;39715;54;20.5;31;635.5
763;S;6;20190309;20190312;39949;63;17;71;1207
763;S;1;20190412;20190414;41716;54;20.5;6;123
763;S;2;20190415;20190417;41881;60;32.7;72;2354.4
763;S;7;20190508;20190509;43067;62;19.2;39;748.8
763;N;5;20190515;20190516;43467;59;14.1;47;662.7
763;S;6;20190704;20190707;45980;61;34;34;1156
763;S;7;20190720;20190722;46874;51;39.9;9;359.1
763;S;6;20200202;20200205;56944;65;47.6;72;3427.2
763;S;2;20200219;20200222;57796;63;17;68;1156
763;N;5;20200226;20200226;58133;57;20.2;33;666.6
763;S;3;20210306;20210310;77502;54;20.5;26;533
763;S;5;20210607;20210608;82165;58;15;17;255
763;S;4;20210614;20210617;82555;61;34;57;1938
763;S;3;20210628;20210628;83273;58;15;49;735
763;S;5;20210720;20210723;84437;54;20.5;67;1373.5
763;S;3;20210924;20210928;87707;64;20.6;20;412
763;S;4;20211003;20211005;88158;56;44.7;62;2771.4
4274;S;5;20190408;20190410;41532;59;14.1;32;451.2
4274;S;5;20190418;20190420;42004;53;43.1;34;1465.4
4274;S;1;20190425;20190426;42400;63;17;14;238
4274;S;1;20190511;20190515;43246;61;34;67;2278
4274;S;5;20191105;20191107;52290;59;14.1;46;648.6
4274;S;2;20191211;20191215;54242;49;17.9;52;930.8
4274;S;6;20191216;20191220;54537;50;46.6;7;326.2
4274;S;1;20200128;20200128;56720;49;17.9;36;644.4
4274;S;3;20210316;20210316;78000;49;17.9;19;340.1
4274;S;6;20210727;20210727;84842;50;46.6;73;3401.8
4274;S;5;20210918;20210920;87392;55;18.9;49;926.1
4274;S;3;20211006;20211010;88363;64;20.6;19;391.4
4274;S;2;20211016;20211016;88858;50;46.6;6;279.6
1773;S;5;20190507;20190508;43044;54;20.5;77;1578.5
1773;S;1;20190527;20190527;44079;52;16.6;50;830
1773;S;3;20190715;20190717;46586;56;44.7;43;1922.1
1773;S;4;20191003;20191003;50696;61;34;47;1598
1773;S;6;20191128;20191128;53591;55;18.9;30;567
1773;S;6;20191202;20191205;53749;57;20.2;78;1575.6
1773;S;3;20200216;20200219;57644;51;39.9;69;2753.1
1773;S;6;20210626;20210626;83198;50;46.6;45;2097
1773;S;2;20210805;20210806;85197;64;20.6;25;515
1773;S;6;20210920;20210922;87512;59;14.1;35;493.5
1558;S;3;20190314;20190317;40273;52;16.6;38;630.8
1558;S;5;20190609;20190611;44676;54;20.5;63;1291.5
1558;S;1;20190623;20190626;45405;52;16.6;74;1228.4
1558;S;6;20190915;20190916;49754;64;20.6;41;844.6
1558;S;1;20190921;20190925;50070;49;17.9;20;358
1558;N;7;20191001;20191005;50597;54;20.5;15;307.5
1558;S;1;20191026;20191026;51861;60;32.7;8;261.6
1558;S;2;20191106;20191106;52359;49;17.9;47;841.3
1558;S;1;20191211;20191215;54226;51;39.9;33;1316.7
1558;S;3;20191219;20191221;54698;49;17.9;27;483.3
1558;S;5;20210204;20210208;75867;62;19.2;43;825.6
1558;S;1;20210315;20210318;77942;55;18.9;31;585.9
1558;S;2;20210322;20210322;78307;51;39.9;25;997.5
1558;S;6;20210525;20210526;81584;59;14.1;43;606.3
1558;S;3;20210615;20210618;82615;59;14.1;25;352.5
1558;S;2;20210625;20210625;83141;57;20.2;6;121.2
1558;S;3;20210703;20210703;83566;52;16.6;66;1095.6
1558;S;2;20210716;20210718;84223;60;32.7;67;2190.9
1558;S;1;20210928;20210928;87959;53;43.1;45;1939.5
3888;S;3;20190624;20190624;45467;64;20.6;58;1194.8
3888;S;2;20190717;20190719;46687;61;34;70;2380
3888;N;2;20200129;20200129;56741;60;32.7;65;2125.5
3888;S;7;20210329;20210329;78667;57;20.2;39;787.8
3888;S;1;20210403;20210405;78880;49;17.9;38;680.2
3888;S;6;20210506;20210509;80565;51;39.9;58;2314.2
3888;S;6;20210713;20210715;84046;55;18.9;43;812.7
3888;S;1;20210814;20210816;85642;63;17;11;187
3888;S;2;20210821;20210821;86035;56;44.7;74;3307.8
3314;S;1;20190304;20190304;39685;52;16.6;48;796.8
3314;S;7;20190305;20190305;39719;58;15;23;345
3314;S;6;20190510;20190510;43217;51;39.9;59;2354.1
3314;N;3;20190715;20190716;46572;56;44.7;32;1430.4
3314;S;2;20190820;20190823;48429;49;17.9;42;751.8
3314;S;6;20191004;20191004;50712;53;43.1;46;1982.6
3314;S;6;20191115;20191118;52866;51;39.9;55;2194.5
3314;S;3;20191125;20191129;53407;65;47.6;30;1428
3314;S;5;20200214;20200218;57518;62;19.2;41;787.2
3314;S;5;20200326;20200326;59680;60;32.7;65;2125.5
3314;S;7;20210312;20210316;77794;63;17;24;408
3314;S;6;20210413;20210416;79416;54;20.5;12;246
3314;S;3;20210501;20210502;80326;64;20.6;51;1050.6
3314;S;1;20210512;20210515;80901;58;15;46;690
3314;S;2;20211007;20211010;88402;61;34;35;1190
3314;S;6;20211014;20211015;88729;54;20.5;45;922.5
3314;S;5;20211017;20211020;88884;59;14.1;53;747.3
218;S;6;20190110;20190114;36941;54;20.5;11;225.5
218;S;6;20190122;20190125;37583;50;46.6;17;792.2
218;N;7;20190402;20190403;41223;51;39.9;77;3072.3
218;S;5;20190420;20190424;42134;50;46.6;57;2656.2
218;S;7;20190423;20190426;42301;55;18.9;56;1058.4
218;S;1;20190507;20190507;43039;55;18.9;23;434.7
218;S;4;20190510;20190513;43169;54;20.5;19;389.5
218;S;5;20190615;20190615;45009;51;39.9;12;478.8
218;S;2;20190616;20190616;45065;62;19.2;19;364.8
218;S;3;20190725;20190726;47165;55;18.9;43;812.7
218;S;6;20191219;20191219;54699;50;46.6;8;372.8
218;S;5;20200229;20200229;58301;52;16.6;52;863.2
218;S;3;20200303;20200304;58465;58;15;31;465
218;S;3;20200309;20200311;58760;57;20.2;9;181.8
218;S;1;20210205;20210207;75956;56;44.7;68;3039.6
218;S;2;20210414;20210415;79456;49;17.9;32;572.8
218;S;7;20210509;20210511;80734;64;20.6;42;865.2
218;S;1;20210701;20210701;83445;65;47.6;57;2713.2
218;S;1;20210816;20210819;85767;63;17;50;850
1027;S;5;20190119;20190121;37419;50;46.6;7;326.2
1027;S;7;20190311;20190312;40068;53;43.1;17;732.7
1027;S;2;20190324;20190326;40790;65;47.6;47;2237.2
1027;S;7;20190425;20190426;42432;55;18.9;18;340.2
1027;S;2;20191213;20191215;54350;64;20.6;26;535.6
1027;S;4;20200107;20200109;55635;53;43.1;44;1896.4
1027;S;1;20200220;20200223;57815;54;20.5;31;635.5
1027;S;1;20210225;20210227;77015;59;14.1;47;662.7
1027;S;2;20210308;20210312;77591;52;16.6;47;780.2
1027;S;7;20210411;20210412;79337;55;18.9;33;623.7
1027;S;1;20210419;20210421;79738;61;34;44;1496
1027;S;2;20210608;20210609;82212;60;32.7;59;1929.3
1027;S;4;20210908;20210909;86906;61;34;76;2584
4575;N;1;20190120;20190120;37453;53;43.1;40;1724
4575;S;1;20190221;20190224;39120;54;20.5;42;861
4575;S;3;20190328;20190328;40997;50;46.6;4;186.4
4575;S;1;20190613;20190617;44859;63;17;6;102
4575;S;5;20190711;20190713;46359;56;44.7;69;3084.3
4575;S;2;20190718;20190718;46749;50;46.6;16;745.6
4575;S;1;20190806;20190806;47738;60;32.7;33;1079.1
4575;S;5;20190930;20190930;50534;64;20.6;44;906.4
4575;S;6;20200204;20200207;57026;59;14.1;30;423
4575;S;1;20200313;20200314;58979;56;44.7;66;2950.2
4575;S;2;20210406;20210410;79073;63;17;66;1122
4575;S;6;20210703;20210704;83587;61;34;8;272
4575;S;3;20210801;20210803;85008;60;32.7;49;1602.3
1586;S;3;20190120;20190123;37460;50;46.6;19;885.4
1586;S;3;20190130;20190130;37982;57;20.2;39;787.8
1586;S;2;20190303;20190304;39644;55;18.9;19;359.1
1586;S;5;20190507;20190507;43012;55;18.9;53;1001.7
1586;N;7;20190530;20190530;44214;52;16.6;9;149.4
1586;S;2;20190715;20190716;46605;57;20.2;43;868.6
1586;N;5;20200229;20200229;58319;59;14.1;57;803.7
1586;S;2;20200301;20200305;58394;53;43.1;6;258.6
1586;S;5;20200306;20200307;58628;55;18.9;45;850.5
1586;S;6;20210305;20210307;77397;54;20.5;46;943
1586;S;2;20210318;20210320;78122;51;39.9;27;1077.3
1586;S;2;20210403;20210406;78902;60;32.7;32;1046.4
1586;S;3;20210805;20210808;85222;64;20.6;21;432.6
4243;S;3;20190109;20190110;36907;51;39.9;72;2872.8
4243;S;5;20190415;20190415;41862;55;18.9;44;831.6
4243;S;7;20190528;20190528;44119;54;20.5;52;1066
4243;S;1;20190621;20190621;45288;50;46.6;55;2563
4243;S;3;20191030;20191030;52050;53;43.1;19;818.9
4243;S;1;20191104;20191106;52252;54;20.5;52;1066
4243;S;4;20191118;20191120;53018;55;18.9;56;1058.4
4243;S;2;20200117;20200118;56110;49;17.9;24;429.6
4243;N;3;20200225;20200229;58097;50;46.6;78;3634.8
4243;S;2;20200311;20200312;58877;62;19.2;57;1094.4
4243;S;3;20210404;20210404;78964;59;14.1;44;620.4
4243;S;2;20210911;20210913;87052;64;20.6;44;906.4
4243;S;6;20210928;20210928;87917;62;19.2;21;403.2
3323;S;6;20190125;20190125;37733;50;46.6;36;1677.6
3323;S;6;20190215;20190219;38747;63;17;27;459
3323;S;2;20190514;20190518;43412;51;39.9;67;2673.3
3323;S;2;20191020;20191023;51576;57;20.2;16;323.2
3323;S;1;20200221;20200222;57879;63;17;22;374
3323;N;3;20200401;20200404;59907;50;46.6;67;3122.2
3323;S;1;20210204;20210208;75869;53;43.1;21;905.1
3323;S;2;20210205;20210208;75926;60;32.7;75;2452.5
3323;S;1;20210422;20210425;79890;62;19.2;47;902.4
3323;S;1;20210424;20210425;79964;58;15;27;405
3323;S;2;20210504;20210507;80497;65;47.6;6;285.6
2632;S;1;20190312;20190314;40106;57;20.2;78;1575.6
2632;S;6;20190609;20190610;44643;50;46.6;41;1910.6
2632;S;1;20200229;20200229;58321;56;44.7;57;2547.9
2632;S;7;20210317;20210318;78051;62;19.2;22;422.4
2632;S;5;20210410;20210413;79294;52;16.6;8;132.8
2632;S;2;20210703;20210704;83582;54;20.5;3;61.5
2632;S;3;20210714;20210717;84096;56;44.7;75;3352.5
