index;index;cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;Situacao_Cadastral;data_inicio_atividade;uf;municipio;opcao_pelo_simples;opcao_mei;CodClientes;faturam_cancel;faturam_concluid;ST1;ST2;ST3;ST4;ST5;ST6;ST7;Qtd;valor_comprado;Interv_Transacao;duracao_transacao;Interv_Transacao_std;ultima_compra_ano;ultima_compra_mes;ultima_compra_dia;evasao;tempo_existencia
1533;508370;2756597;1;24;1;2;1998-09-25;DF;9701;1;0;989;3;22;3;11;4;0;4;3;0;35.08;944.4;40;2.48;39.4943737202599;2021;10;10;0;23
1534;508385;38030151;2;46;0;2;2004-04-28;DF;9701;0;0;4119;1;14;3;2;3;0;2;4;1;29.733333333333334;1306.4066666666665;70;1.8;105.63657858286531;2021;10;22;0;17
1535;508795;47508411;830;0;0;2;1989-05-11;DF;9701;0;0;3739;2;13;4;3;4;0;1;3;0;30.4;1192.3;69;1.1333333333333333;59.53493229411877;2021;10;1;0;32
1536;509339;37064730;1;66;1;2;1992-04-29;DF;9701;0;0;292;3;21;3;7;1;0;4;8;1;40.375;1074.0791666666667;43;1.625;43.68507334628525;2021;10;19;0;29
1537;510154;37161015;1;41;1;2;1992-12-02;DF;9701;0;0;2737;2;12;2;2;1;0;1;4;4;28.357142857142858;1613.75;76;1.7857142857142858;83.84834153814985;2021;10;13;0;29
1538;511445;2949043;1;43;1;2;1999-01-27;DF;9701;1;0;2949;1;11;0;0;5;1;3;2;1;37.416666666666664;1065.55;89;0.9166666666666666;63.94509525062552;2021;10;6;0;22
1539;512145;3070459;1;50;1;2;1999-04-05;DF;9701;0;0;1203;0;17;5;2;2;0;4;4;0;33.470588235294116;1553.5058823529412;61;1.7058823529411764;68.47989554423985;2021;10;19;0;22
1540;512293;7056370;1;90;1;2;2004-10-25;DF;9701;0;0;1020;2;14;1;4;3;0;1;6;1;39.4375;1088.7562500000001;53;2.0625;51.85809697841044;2021;7;10;1;17
1541;512412;3127137;1;8;1;8;1999-05-05;DF;9701;0;0;1381;0;12;2;1;3;2;3;1;0;35.083333333333336;732.1333333333333;79;2.0;90.25546845912918;2021;10;12;0;22
1542;512768;3216534;1;48;1;2;1999-05-01;DF;9701;0;0;975;1;17;4;2;6;1;2;3;0;38.888888888888886;989.3888888888889;52;1.4444444444444444;45.37105764661342;2021;8;16;1;22
1543;513465;1646611;1;74;1;2;1985-07-15;DF;9701;0;0;2641;0;10;0;2;3;0;2;1;2;44.0;1342.81;108;1.0;77.63844662962886;2021;9;24;0;36
1544;514518;26471425;1;72;1;2;1991-02-28;DF;9701;0;0;1155;0;26;2;6;6;0;3;8;1;27.307692307692307;1165.523076923077;40;1.4230769230769231;37.944464681953285;2021;10;11;0;30
1545;516032;72614092;1;0;1;2;1994-10-20;DF;9701;0;0;936;1;18;3;1;2;3;1;6;3;34.73684210526316;914.2315789473685;51;2.0526315789473686;49.80963762164909;2021;8;18;1;27
1546;516397;7513341;1;0;1;2;2005-07-28;DF;9701;0;0;852;2;19;2;3;4;1;0;9;2;25.666666666666668;1016.647619047619;36;1.380952380952381;33.436918219237846;2021;3;29;1;16
1547;516481;7613089;1;0;1;2;2005-08-31;DF;9701;1;0;645;1;16;3;5;4;2;0;2;1;37.588235294117645;1058.8;53;1.7058823529411764;61.051176022661515;2021;8;30;1;16
1548;516821;7843633;1;0;1;2;2006-01-05;DF;9701;1;0;2263;2;14;3;1;3;1;3;4;1;31.125;1441.65625;61;1.1875;54.13374384080804;2021;10;23;0;15
1549;517157;5658410;1;48;1;2;2003-05-19;DF;9701;1;0;3147;2;20;3;2;8;1;2;4;2;30.363636363636363;1275.2636363636364;39;1.5454545454545454;35.65194559192802;2021;7;10;1;18
1550;517478;1750085;1;98;1;2;1997-04-09;DF;9701;1;0;2946;1;11;2;3;1;1;2;3;0;56.416666666666664;1389.7166666666665;87;1.1666666666666667;76.98438180126092;2021;10;14;0;24
1551;518433;4337178;1;83;1;8;2001-03-19;DF;9701;0;0;1569;2;16;5;4;1;0;4;2;2;41.44444444444444;1019.7111111111111;47;1.8888888888888888;50.01418483911447;2021;7;26;1;20
1552;518577;26444216;1;30;1;2;1990-03-02;DF;9701;0;0;200;3;21;6;1;3;1;2;10;1;34.791666666666664;1438.1958333333332;41;2.0416666666666665;50.020714045767;2021;8;25;1;31
1553;519820;4337205;1;18;1;8;2001-03-19;DF;9701;0;0;3414;1;18;4;2;3;0;4;4;2;30.94736842105263;1416.9368421052634;51;1.631578947368421;38.03478752048438;2021;9;26;0;20
1554;520079;1226896;1;94;1;2;1996-05-31;DF;9701;0;0;4623;1;21;3;7;4;1;3;3;1;39.0;1682.2409090909093;45;1.3636363636363635;37.90859037856454;2021;10;5;0;25
1555;520983;32909988;1;0;1;8;1989-03-15;DF;9701;0;0;821;1;12;1;2;2;0;3;3;2;24.615384615384617;1262.0230769230768;69;1.6153846153846154;51.80807262279585;2021;9;4;0;32
1556;521077;33665126;1;34;1;2;1972-05-10;DF;9701;0;0;299;3;17;2;5;3;1;3;3;3;36.15;1718.7;50;1.95;63.14170845218228;2021;10;4;0;49
1557;521078;34020354;1;10;1;2;1973-01-22;DF;9701;0;0;266;2;14;5;5;1;1;2;2;0;26.625;1166.33125;53;1.8125;55.09926395959286;2021;4;18;1;48
1558;521688;3721427;1;77;1;2;2000-03-01;DF;9701;1;0;2995;2;18;4;3;4;2;3;3;1;27.85;1345.3899999999999;47;1.65;60.093233195595964;2021;8;21;1;21
1559;521874;38049342;1;79;1;2;1993-11-24;DF;9701;1;0;1752;1;16;2;5;3;0;2;2;3;43.35294117647059;1486.0294117647059;60;1.4705882352941178;59.50049238241647;2021;9;21;0;28
1560;522082;7542146;1;8;1;2;2005-08-02;DF;9701;0;0;318;1;16;1;3;4;0;4;4;1;36.529411764705884;889.9882352941177;56;1.9411764705882353;54.891334414003815;2021;8;24;1;16
1561;522546;672600;1;4;1;2;1982-07-15;DF;9701;0;0;3114;2;11;3;2;1;1;1;4;1;26.307692307692307;1293.9923076923078;76;2.1538461538461537;143.75970981699518;2021;10;6;0;39
1562;522767;6094038;1;57;1;2;2003-12-12;DF;9701;0;0;1804;0;25;6;6;5;0;1;4;3;41.96;1032.144;41;1.76;29.42973623735014;2021;10;7;0;18
1563;523786;8303147;1;62;1;2;2006-09-06;DF;9701;1;0;4142;0;15;5;3;2;0;3;2;0;27.2;1256.0933333333335;61;2.1333333333333333;51.67781863406688;2021;9;7;0;15
1564;524236;8805158;1;40;1;2;2007-04-17;DF;9701;1;0;1271;2;10;0;2;2;0;0;8;0;27.833333333333332;1187.8333333333333;84;2.3333333333333335;89.61367959328494;2021;8;3;0;14
1565;524311;8874644;1;10;1;2;2007-05-21;DF;9701;1;0;1226;2;21;4;5;6;0;0;7;1;38.73913043478261;1552.0086956521739;42;1.6956521739130435;38.8837268645385;2021;8;13;1;14
1566;524422;8935401;1;45;1;2;2007-06-27;DF;9701;1;0;1584;2;19;3;0;10;1;2;4;1;37.0;1089.542857142857;48;1.8571428571428572;30.668224598108054;2021;10;14;0;14
1567;524572;9025392;1;18;1;2;2007-08-22;DF;9701;1;0;424;0;19;1;4;3;3;2;6;0;37.05263157894737;1129.8473684210526;48;2.1052631578947367;41.98313153319239;2021;9;8;0;14
1568;524790;49930514;897;99;0;2;2007-11-07;DF;9701;0;0;2732;0;15;2;1;2;0;2;4;4;37.733333333333334;1285.4133333333334;69;1.2;68.32560102261846;2021;10;8;0;14
1569;525001;9329672;1;10;1;2;2008-01-25;DF;9701;1;0;889;0;14;3;0;1;3;3;4;0;36.92857142857143;1251.957142857143;58;2.2142857142857144;52.84609786135205;2021;7;6;1;13
1570;525751;10383485;1;1;1;2;2008-10-01;DF;9701;0;0;1737;1;15;2;1;4;0;0;6;3;32.9375;1074.775;63;2.25;45.44134192071748;2021;9;1;0;13
1571;525876;10201252;1;32;1;2;2008-07-11;DF;9701;1;0;4490;0;12;2;1;2;0;3;4;0;30.25;1408.05;73;1.1666666666666667;32.96354109197485;2021;9;12;0;13
1572;526844;11016092;1;14;1;2;2009-07-24;DF;9701;1;0;2977;1;22;1;5;3;1;1;6;6;33.08695652173913;960.8478260869565;37;1.391304347826087;26.41049910187078;2021;8;30;1;12
1573;526944;11059790;1;5;1;8;2009-08-17;DF;9701;0;0;2025;0;17;6;2;1;2;3;2;1;27.764705882352942;1254.6823529411763;52;1.4705882352941178;41.57297800254391;2021;5;11;1;12
1574;527431;11323931;1;47;1;2;2009-11-17;DF;9701;0;0;3334;1;17;1;3;3;0;6;4;1;25.11111111111111;1177.8833333333334;50;1.6666666666666667;53.625898819707004;2021;7;29;1;12
1575;527740;11546936;1;39;1;2;2010-02-08;DF;9701;0;0;1171;0;17;4;3;1;1;3;3;2;34.294117647058826;903.1117647058824;56;1.5294117647058822;45.104695916833315;2021;8;16;1;11
1576;528634;8621379;3;20;0;2;2010-07-16;DF;9701;0;0;251;1;21;5;3;2;2;4;4;2;30.818181818181817;1553.6454545454544;43;1.7272727272727273;43.604905172492245;2021;10;4;0;11
1577;528637;12245903;1;11;1;2;2010-06-28;DF;9701;1;0;705;1;13;4;0;3;0;2;3;2;30.214285714285715;1462.95;75;1.7142857142857142;66.29350196185796;2021;10;13;0;11
1578;528640;12247287;1;38;1;2;2010-07-15;DF;9701;1;0;4631;2;18;1;6;2;1;2;4;4;41.85;1241.95;51;2.05;44.92400477457625;2021;10;4;0;11
1579;529336;12800534;1;81;1;2;2010-10-22;DF;9701;1;0;3817;0;14;2;3;4;0;3;1;1;30.071428571428573;1305.1000000000001;72;2.0714285714285716;70.65232819440517;2021;9;7;0;11
1580;529542;12973140;1;25;1;4;2010-12-06;DF;9701;0;0;1022;0;17;3;7;2;0;0;3;2;34.705882352941174;1589.035294117647;61;1.7058823529411764;47.16125097736488;2021;9;25;0;11
1581;529935;13334954;1;82;1;8;2011-03-02;DF;9701;0;0;3605;2;16;7;4;2;0;2;3;0;36.666666666666664;1544.4444444444443;53;2.0;81.81940616329047;2021;8;9;1;10
1582;530213;2035155;2;70;0;2;2011-04-06;DF;9701;1;0;2976;2;15;3;2;6;0;1;5;0;42.94117647058823;1449.4352941176471;60;1.3529411764705883;91.82456098452091;2021;10;15;0;10
1583;531111;14123557;1;24;1;2;2011-08-12;DF;9701;0;0;3534;1;13;1;3;1;0;5;3;1;34.285714285714285;842.8785714285714;72;2.2142857142857144;87.21550538005397;2021;10;21;0;10
1584;531765;14634321;1;52;1;2;2011-10-10;DF;9701;1;0;1524;0;10;0;3;2;2;1;2;0;33.6;743.83;100;2.2;71.66192921464948;2021;8;13;0;10
1585;532102;14923472;1;20;1;2;2012-01-23;DF;9701;0;0;3207;1;21;4;2;3;2;6;3;2;38.72727272727273;986.5454545454545;34;2.0;36.332615607964414;2021;2;9;1;9
1586;532426;20429680;1;70;1;2;2014-06-10;DF;9701;1;0;3609;1;17;5;3;1;0;4;5;0;37.611111111111114;1581.0777777777778;57;1.7777777777777777;54.30791361274026;2021;9;10;0;7
1587;532663;15344793;1;33;1;2;2012-04-11;DF;9701;1;1;4550;1;20;3;2;4;2;3;6;1;35.857142857142854;1011.3333333333334;50;2.5238095238095237;45.04175840262012;2021;10;23;0;9
1588;532845;8484563;1;4;1;4;2006-11-27;DF;9701;0;0;415;3;16;4;3;3;0;4;5;0;30.42105263157895;1262.5315789473684;43;1.631578947368421;40.11961282631393;2021;8;24;1;15
1589;533056;10374484;1;92;1;2;2008-09-19;DF;9701;0;0;4174;3;12;2;5;3;1;0;4;0;32.06666666666667;1320.68;58;2.6;44.40674705124739;2021;9;16;0;13
1590;533166;11036743;1;38;1;2;2009-08-11;DF;9701;0;0;3488;2;17;6;3;1;2;2;3;2;47.36842105263158;1179.6263157894737;50;2.263157894736842;57.167935414060324;2021;7;11;1;12
1591;533835;7301197;2;29;0;2;2006-11-29;DF;9701;1;0;2039;1;12;3;2;2;0;3;2;1;27.23076923076923;1227.7769230769231;79;2.3076923076923075;45.21430452117265;2021;10;5;0;15
1592;534353;15750643;1;20;1;8;2012-06-21;DF;9701;0;0;3635;1;12;4;0;3;0;3;2;1;33.84615384615385;1144.1384615384616;84;1.6923076923076923;84.88632104173205;2021;10;22;0;9
1593;534845;16649761;1;9;1;2;2012-07-30;DF;9701;0;0;3624;2;15;5;1;3;0;3;5;0;28.764705882352942;1265.394117647059;58;2.1176470588235294;40.978224018983546;2021;9;10;0;9
1594;534866;10465016;1;23;1;2;2008-11-07;DF;9701;1;0;814;1;18;1;4;6;0;0;7;1;36.1578947368421;1801.0157894736844;56;1.7894736842105263;55.489738791159496;2021;10;24;0;13
1595;535346;6047087;42;7;0;2;2012-09-11;DF;9701;0;0;1390;1;19;4;2;3;2;1;6;2;39.4;959.95;52;1.5;50.08557773404344;2021;10;15;0;9
1596;535850;17201446;1;87;1;2;2012-11-21;DF;9701;1;0;2459;1;13;2;3;0;1;2;6;0;38.642857142857146;1586.5142857142857;64;1.6428571428571428;53.84945044853724;2021;10;20;0;9
1597;537334;18235552;1;44;1;2;2013-06-04;DF;9701;1;0;2974;0;25;7;3;6;1;2;5;1;37.96;1036.94;41;1.04;48.537768083787654;2021;10;3;0;8
1598;537408;8492764;1;53;1;2;2006-12-01;DF;9701;0;0;1837;1;12;1;3;3;1;0;5;0;23.846153846153847;1050.9153846153847;64;1.6153846153846154;73.8708990213482;2021;5;15;1;15
1599;537544;10638597;1;58;1;8;2009-02-10;DF;9701;0;0;124;3;16;1;3;3;1;4;4;3;42.21052631578947;948.0894736842106;53;2.4210526315789473;37.092809858648835;2021;10;18;0;12
1600;537591;11169063;6;5;0;2;2009-09-23;DF;9701;0;0;689;1;19;2;4;3;0;3;7;1;29.15;1413.0700000000002;51;1.65;37.97484223350085;2021;10;23;0;12
1601;538004;16841780;1;32;1;2;2012-09-06;DF;9701;0;0;3617;0;7;1;0;1;0;0;3;2;27.142857142857142;1497.3428571428572;143;1.0;113.58171312123953;2021;8;11;0;9
1602;538195;2223966;72;7;0;2;2013-06-21;DF;9701;0;0;349;1;10;0;1;1;1;2;5;1;36.27272727272727;899.7636363636364;97;2.3636363636363638;89.83880008103404;2021;9;13;0;8
1603;538794;4356676;5;5;0;2;2013-08-15;DF;9701;0;0;1110;2;13;1;1;6;0;3;4;0;37.666666666666664;897.06;65;1.6666666666666667;61.0730576223832;2021;10;5;0;8
1604;539168;18926433;1;38;1;2;2013-09-22;DF;9701;1;1;1871;1;10;2;0;4;0;1;2;2;26.454545454545453;1273.090909090909;81;2.090909090909091;53.30628480770349;2021;7;30;1;8
1605;539270;18987720;1;58;1;2;2013-09-30;DF;9701;0;0;250;1;16;3;3;5;0;3;3;0;35.470588235294116;1619.8470588235296;56;1.7058823529411764;46.73591866808655;2021;7;16;1;8
1606;539306;19012950;1;64;1;4;2013-10-02;DF;9701;0;0;1333;2;16;2;1;4;0;2;8;1;34.833333333333336;1453.2;53;1.7777777777777777;42.19176849481097;2021;10;16;0;8
1607;539531;18458797;1;30;1;2;2013-07-08;DF;9701;1;0;1994;1;23;6;3;2;1;3;9;0;29.791666666666668;1335.7916666666667;40;1.4583333333333333;48.80511764668349;2021;10;16;0;8
1608;539641;19217550;1;95;1;2;2013-11-06;DF;9701;0;0;1027;0;14;4;4;0;2;1;0;3;36.5;1103.5857142857144;74;1.9285714285714286;73.9401645183055;2021;9;8;0;8
1609;539792;19315904;1;34;1;8;2013-11-18;DF;9701;0;0;293;0;16;3;0;2;4;2;4;1;41.125;1120.59375;64;1.9375;83.21121719255565;2021;9;3;0;8
1610;540190;19595518;1;43;1;2;2014-01-22;DF;9701;0;0;3595;2;15;3;4;3;1;0;4;2;34.11764705882353;907.7352941176471;54;2.1176470588235294;50.90643224338158;2021;8;5;1;7
1611;540352;19687310;1;54;1;2;2014-02-06;DF;9701;1;0;1940;0;11;1;3;2;1;2;1;1;26.818181818181817;1277.0363636363636;90;2.272727272727273;120.71934393459898;2021;7;23;1;7
1612;540569;19814455;1;79;1;8;2014-02-28;DF;9701;0;0;463;1;19;3;3;1;0;4;8;1;27.65;1325.5049999999999;50;2.1;33.09768970354141;2021;10;17;0;7
1613;540716;27197888;143;72;0;8;2014-03-17;DF;9701;0;0;2531;2;23;4;7;5;3;3;1;2;29.08;1400.5279999999998;33;1.6;36.23014302882186;2021;4;14;1;7
1614;540960;20032455;1;4;1;3;2014-04-01;DF;9701;0;0;1053;2;16;2;6;1;0;1;7;1;28.166666666666668;1276.177777777778;58;2.2222222222222223;59.698029040164094;2021;10;24;0;7
1615;541012;20062108;1;16;1;2;2014-03-20;DF;9701;0;0;2198;1;19;3;2;6;1;6;1;1;33.05;1419.365;48;2.15;48.607307682187084;2021;10;10;0;7
1616;542365;21182326;1;57;1;2;2014-10-03;DF;9701;0;0;3575;0;12;1;6;3;2;0;0;0;30.083333333333332;1254.8;72;1.5;86.66388001453404;2021;9;29;0;7
1617;542648;10348318;11;93;0;2;2014-11-06;DF;9701;0;0;3736;1;26;5;8;3;3;2;3;3;29.703703703703702;1256.4185185185186;38;2.0;30.457653209879037;2021;10;20;0;7
1618;542921;21563902;1;6;1;2;2014-12-11;DF;9701;1;0;2100;0;16;3;3;4;1;4;1;0;30.25;1426.0875;66;2.0;67.28988697336985;2021;10;17;0;7
1619;543442;21923726;1;76;1;2;2015-02-10;DF;9701;0;0;951;1;17;5;3;4;1;2;2;1;40.27777777777778;1186.0777777777778;57;1.5555555555555556;61.03473399897192;2021;10;7;0;6
1620;543828;22162339;1;27;1;8;2015-03-18;DF;9701;0;0;2038;1;16;3;2;1;1;4;5;1;27.41176470588235;1430.4941176470588;50;1.588235294117647;60.215109191962775;2021;6;1;1;6
1621;545092;22879250;1;86;1;2;2015-07-09;DF;9701;1;0;2489;0;17;3;1;6;0;2;3;2;26.470588235294116;1226.9823529411765;62;2.0588235294117645;52.42967760486421;2021;10;14;0;6
1622;545182;21600194;1;36;1;2;2014-12-18;DF;9701;0;0;2396;4;11;1;3;3;2;0;4;2;37.266666666666666;810.2333333333333;68;1.7333333333333334;50.68812202366264;2021;9;27;0;7
1623;545201;22945440;1;54;1;2;2015-07-24;DF;9701;1;0;1259;1;10;2;2;3;0;0;3;1;35.54545454545455;1430.6818181818182;96;2.0;97.91470778182406;2021;10;5;0;6
1624;545301;19445799;2;39;0;2;2015-07-28;DF;9701;0;0;1555;3;15;2;3;3;0;4;4;2;32.5;651.3611111111111;57;1.8888888888888888;46.76600072199259;2021;9;15;0;6
1625;545307;21323178;1;43;1;2;2014-10-29;DF;9701;1;0;2336;2;15;3;6;3;0;2;3;0;33.8235294117647;1441.635294117647;57;2.0588235294117645;49.34809393482185;2021;9;2;0;7
1626;545505;23121652;1;80;1;2;2015-08-20;DF;9701;1;0;3054;2;17;7;2;1;0;2;6;1;37.578947368421055;1880.4684210526316;51;1.894736842105263;52.493885593384654;2021;9;8;0;6
1627;545735;23268405;1;0;1;2;2015-09-11;DF;9701;1;0;2494;0;17;5;2;5;0;2;3;0;32.470588235294116;1509.605882352941;51;1.5294117647058822;48.23441296159828;2021;9;8;0;6
1628;547323;372383;12;81;0;2;2016-02-19;DF;9701;0;0;4125;1;15;1;0;4;1;4;4;2;29.5625;1519.0875;59;2.125;82.31311492641308;2021;8;23;1;5
1629;547366;24258123;1;95;1;4;2016-02-26;DF;9701;0;0;2195;1;12;3;5;1;2;1;0;1;36.61538461538461;1468.6;63;1.2307692307692308;52.12325136955036;2021;6;16;1;5
1630;547372;24260230;1;58;1;2;2016-02-26;DF;9701;1;0;3261;3;15;3;2;4;0;2;4;3;37.05555555555556;1015.9444444444445;52;1.4444444444444444;42.25257716183249;2021;7;21;1;5
1631;547414;24283484;1;91;1;2;2016-03-01;DF;9701;1;0;3009;1;12;2;3;5;0;1;2;0;28.153846153846153;1214.3230769230768;75;2.0;53.428820770150715;2021;8;4;1;5
1632;547541;24361681;1;81;1;2;2016-03-11;DF;9701;1;0;3159;1;11;1;2;4;0;2;1;2;28.333333333333332;1434.9083333333335;70;1.75;68.11803076794337;2021;8;14;1;5
1633;547580;23881185;1;96;1;2;2015-12-23;DF;9701;0;0;2460;3;15;2;4;5;2;1;3;1;38.611111111111114;1345.4111111111113;46;2.0;38.74814427970851;2021;10;24;0;6
1634;548357;24876038;1;90;1;8;2016-05-25;DF;9701;0;0;3529;2;17;2;4;5;3;2;1;2;35.526315789473685;1151.7157894736843;49;1.736842105263158;37.10083856494651;2021;6;25;1;5
1635;548387;24894414;1;70;1;8;2016-05-30;DF;9701;0;0;3660;1;19;2;1;4;1;5;4;3;31.25;1078.275;49;1.8;54.43784735252425;2021;9;4;1;5
1636;548509;24956600;1;96;1;8;2016-06-07;DF;9701;0;0;1010;1;16;0;2;3;1;3;6;2;41.8235294117647;1164.0235294117647;48;1.8235294117647058;37.361358296373545;2021;7;19;1;5
1637;548559;24981278;1;55;1;8;2016-06-10;DF;9701;0;0;1014;2;16;3;5;1;2;1;6;0;33.333333333333336;1458.1166666666666;58;1.6666666666666667;57.03443990818301;2021;10;24;0;5
1638;548658;25035375;1;18;1;2;2016-06-20;DF;9701;0;0;1967;1;8;2;2;1;2;1;1;0;37.111111111111114;1256.2777777777778;111;2.4444444444444446;69.52775974386059;2021;9;7;0;5
1639;548841;25146380;1;6;1;4;2016-07-06;DF;9701;0;0;1514;2;16;3;5;0;1;1;5;3;33.111111111111114;975.9055555555556;54;1.8333333333333333;41.85235211027726;2021;10;15;0;5
1640;549310;25683919;1;58;1;2;2016-08-15;DF;9701;0;0;2647;0;11;2;0;2;1;4;2;0;33.63636363636363;1016.9181818181819;83;1.0;99.76592604692246;2021;10;24;0;5
1641;549361;24720471;1;32;1;2;2016-05-04;DF;9701;0;0;1068;2;16;4;6;1;0;2;4;1;30.22222222222222;1278.322222222222;57;2.0555555555555554;55.17358577683753;2021;10;17;0;5
1642;549385;23756702;1;3;1;8;2015-11-26;DF;9701;0;0;3613;2;16;3;4;3;0;0;6;2;32.72222222222222;1576.1833333333334;53;1.8333333333333333;58.703760423752016;2021;10;19;0;6
1643;549402;9519464;1;83;1;2;2008-04-25;DF;9701;0;0;285;1;18;1;6;6;1;2;3;0;37.05263157894737;1206.0526315789473;52;1.9473684210526316;47.07467144184891;2021;9;21;0;13
1644;549404;24554407;1;29;1;8;2016-04-08;DF;9701;0;0;3566;1;15;3;5;2;0;3;3;0;26.625;1235.2375;62;2.375;72.19775311985516;2021;10;16;0;5
1645;549438;21131221;1;79;1;2;2014-09-18;DF;9701;0;0;1049;0;17;4;3;1;2;5;2;0;36.411764705882355;975.3764705882352;63;1.411764705882353;56.08796105226147;2021;10;23;0;7
1646;549445;6057223;319;99;0;2;2016-04-07;DF;9701;0;0;2757;1;17;6;2;4;0;3;2;1;42.166666666666664;1562.3555555555556;57;1.2777777777777777;65.05611099546815;2021;10;16;0;5
1647;549492;25045835;1;99;1;2;2016-06-21;DF;9701;1;0;1926;1;17;2;1;5;0;4;4;2;32.111111111111114;1481.5;52;2.0;60.957186177782205;2021;8;14;1;5
1648;550140;24065947;1;49;1;2;2016-01-27;DF;9701;0;0;2339;1;12;1;2;3;0;5;1;1;37.07692307692308;1595.146153846154;62;1.3076923076923077;74.6221965786469;2021;5;8;1;5
1649;550164;25091428;1;18;1;8;2016-06-28;DF;9701;0;0;1078;0;17;5;4;2;1;0;4;1;40.11764705882353;1102.9411764705883;61;1.6470588235294117;63.979458373371685;2021;10;1;0;5
1650;550245;24024824;1;60;1;8;2016-01-21;DF;9701;0;0;1934;4;22;5;1;6;2;2;8;2;34.30769230769231;1465.5307692307692;34;1.6923076923076923;29.23406232462399;2021;6;21;1;5
1651;550263;24438245;1;63;1;2;2016-03-22;DF;9701;1;0;1925;0;12;1;2;4;1;2;2;0;41.25;1428.5583333333334;88;1.4166666666666667;61.88752794951887;2021;9;21;0;5
1652;550289;25037471;1;3;1;2;2016-06-20;DF;9701;1;0;988;1;11;2;1;2;3;1;1;2;33.666666666666664;826.8416666666667;89;1.5833333333333333;82.0543057426549;2021;10;22;0;5
1653;550549;19416538;1;0;1;2;2013-12-12;DF;9701;0;0;2758;3;16;3;5;2;3;1;4;1;40.0;1459.442105263158;50;1.736842105263158;48.726529646159136;2021;9;21;0;8
1654;550561;11073022;1;6;1;2;2009-08-21;DF;9701;0;0;1173;2;12;2;2;1;3;2;3;1;23.357142857142858;714.2428571428571;74;1.8571428571428572;76.14421073464723;2021;9;3;0;12
1655;550779;24589120;1;34;1;2;2016-04-13;DF;9701;1;1;1082;0;17;0;4;5;1;2;5;0;40.294117647058826;1380.270588235294;60;1.7058823529411764;60.029907910557384;2021;10;4;0;5
1656;550966;20035574;1;2;1;2;2014-04-03;DF;9701;1;0;242;2;12;1;1;4;0;1;6;1;41.0;1027.9714285714285;75;2.4285714285714284;62.22187822765812;2021;10;11;0;7
1657;551447;23349618;1;67;1;8;2015-09-23;DF;9701;0;0;1087;2;18;3;5;3;0;2;5;2;33.85;1566.3200000000002;46;1.35;46.18942090866821;2021;8;8;1;6
1658;551522;13310435;1;84;1;8;2011-02-23;DF;9701;0;0;2506;1;14;2;2;3;0;2;4;2;27.0;1262.1933333333334;61;1.8;82.60132923771101;2021;9;27;0;10
1659;551809;13266676;2;54;0;2;2012-06-01;DF;9701;0;0;1643;1;19;4;2;6;0;2;5;1;31.15;1312.27;50;1.7;47.578015826931036;2021;9;11;0;9
1660;552255;25961163;1;61;1;2;2016-08-16;DF;9701;0;0;4117;1;14;5;2;1;0;1;5;1;30.0;1322.5066666666667;67;1.8666666666666667;64.20947860602158;2021;10;5;0;5
1661;552415;26080437;1;76;1;2;2016-09-01;DF;9701;0;0;2622;3;16;6;2;2;1;3;4;1;32.8421052631579;843.1736842105263;52;1.894736842105263;48.02764121823655;2021;8;6;1;5
1662;552512;26156981;1;54;1;2;2016-09-13;DF;9701;1;0;3579;1;16;3;3;5;0;1;4;1;27.58823529411765;1263.6235294117646;56;1.8823529411764706;51.49514540226097;2021;8;16;1;5
1663;552665;26263736;1;46;1;2;2016-09-29;DF;9701;1;0;1404;1;20;2;5;4;0;5;4;1;38.76190476190476;1447.4095238095238;47;1.2857142857142858;49.15574737505269;2021;10;11;0;5
1664;552802;26272798;1;14;1;2;2016-09-30;DF;9701;1;0;3151;4;16;7;1;3;0;2;6;1;25.8;1352.645;52;1.6;47.56957290041584;2021;10;2;0;5
1665;552819;26359290;1;58;1;2;2016-10-16;DF;9701;1;0;4319;1;13;3;0;2;0;4;4;1;36.857142857142854;1563.7071428571428;62;1.7857142857142858;52.89444663863212;2021;6;30;1;5
1666;552846;26381960;1;32;1;4;2016-10-19;DF;9701;1;1;2839;0;13;3;1;5;1;1;1;1;36.84615384615385;957.8538461538462;68;1.6923076923076923;72.74322228832655;2021;7;7;1;5
1667;553012;26502235;1;75;1;8;2016-11-08;DF;9701;0;0;2663;2;16;4;4;4;0;2;2;2;25.666666666666668;1099.7166666666667;52;2.1666666666666665;44.1852814899489;2021;8;22;1;5
1668;553041;26525448;1;12;1;8;2016-11-11;DF;9701;0;0;1077;2;17;2;4;4;0;3;5;1;36.526315789473685;1213.9842105263158;51;1.5789473684210527;43.013240855449254;2021;7;27;1;5
1669;553213;26645357;1;10;1;8;2016-11-30;DF;9701;0;0;3582;1;23;4;4;6;1;5;2;2;34.208333333333336;1010.8541666666666;37;1.3333333333333333;38.65762665113673;2021;6;4;1;5
1670;553385;26752371;1;13;1;8;2016-12-22;DF;9701;0;0;1982;0;18;4;1;5;0;0;6;2;30.666666666666668;824.3555555555555;53;1.2777777777777777;37.05041921508906;2021;7;26;1;5
1671;553513;26819062;1;13;1;4;2017-01-07;DF;9701;1;0;1458;0;17;4;5;1;0;2;3;2;31.705882352941178;1422.5764705882352;62;1.588235294117647;67.93330253822495;2021;10;24;0;4
