cod_cliente;inscri_estad;cnpj_basico;cnpj_ordem;cnpj_dv;cidade;estado;bairro;cep;logradouro;num;cnae;cod_cidade;cod_praca;praca;num_regiao;regiao;lat;long;ramo_atv;nome
4544;8,03607E+11;40903149;1;3;BRASILIA;DF;RESIDENCIAL DO BOSQUE (SAO SEBASTIAO);71694051;COMERCIAL LOTE 01;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;SEBASTIAO ARQUIMINO DA SILVA
2434;7,89031E+11;32192723;1;26;BRASILIA;DF;SAAN;70632200;SAAN QUADRA 2 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;HELENA ROCHA VILARINHO ALIMENTOS
1066;7,52222E+11;10868232;1;10;BRASÍLIA;DF;ARNIQUEIRA ÁGUAS CLARAS ;72155501;SHA CONJUNTO 5;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;DISTRIBUIDORA ARNIQUEIRA DE ALIMENTOS E BEBIDAS LTDA ME
3440;7,95013E+11;35491002;1;5;BRASILIA;DF;ASA NORTE;70800200;SETOR SHTN TRECHO 1 BLOCO B ;S/N;;5300108;1;ASA SUL;;;;;21;J L DE SOUZA CONVENIENCIA
3800;480000719;89962781;1;9;FLORES DA CUNHA;RS;CENTRO;95270000;R FREI EUGENIO;855;;4308201;1;ASA SUL;;;;;1;MURARO & CIA LTDA
2103;7,83724E+11;29181279;1;39;BRASILIA;DF;LAGO SUL;71615540;SHIS QI 5 BLOCO D COMERCIO LOCAL ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-15.845.927;-47.894.812;;RESTAURANTE LAGO LTDA
3168;7,30511E+11;614479;1;56;BRASILIA;DF;SETOR INDUSTRIAL GAMA;72445030;QI 03 ;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;7;BRASILIA COMER. E REPRESENT. DE BEBIDAS EIRELI
818;7,57649E+11;13829009;1;51;BRASÍLIA;DF;ASA NORTE;70752520;ST SHCN SETOR DE HABITACOES COLETIVAS NORTE CL COM;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;SENSEI COMERCIO DE ALIMENTOS LTDA
1880;7,75947E+11;24341559;1;43;BRASÍLIA;DF;SIG ZONA INDUSTRIAL;70610430;SIG QUADRA 3;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-157.589;-47.880.645;;AAJ RESTAURANTE 157DF LTDA - ME 
3209;7,86346E+11;30680196;1;73;BRASILIA;DF;AGUAS CLARAS;71908540;RUA 9 NORTE ;N/S;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;20;DISTRIBUIDORA DE BEB. PREMIUM BEER LTDA
3628;7,77258E+11;25045598;1;66;BRASILIA;DF;NÚCLEO BANDEIRANTE;71720585;AVENIDA TERCEIRA AVENIDA ÁREA ESPECIAL 2;4;;5300108;1;ASA SUL;;;;;16;CRAVO E CANELA PRODUTOS NATURAIS E ORGANICOS
2210;7,79699E+11;26990060;1;92;BRASILIA;DF;SAAN;70632220;SAAN QUADRA 2;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;A F DISTRIBUICAO DE ALIMENTOS LTDA ME
3445;7,96881E+11;36549456;1;52;BRASILIA;DF;SAO SEBASTIAO;71699384;"QUADRA QC 8 RUA L 32 BLOCO L3;APT";32;;5300108;1;ASA SUL;;;;;39;LUCELIA BORGES DA SILVA DOURADO 89317645100
4408;8,03474E+11;40812730;1;1;BRASILIA;DF;ASA NORTE;70770100;SETOR TERMINAL NORTE;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;14;HELENAS LANCHONETE CHOCOLATERIA FONDUE LTDA
3389;7,4822E+11;8466219;1;92;BRASILIA;DF;ASA NORTE;70800110;TRECHO SCEN TRECHO 1;LT 12,;;5300108;1;ASA SUL;;;;;10;CHURRASCARIA POTENCIA GRILL LTDA EPP
3861;7,48071E+11;8366563;1;0;BRASILIA;DF;ASA SUL;70305900;SC/SUL QD 1 BL M SALAS 207;211;;5300108;1;ASA SUL;;;;;33;MIGUEL MENEZES CORRETORA DE SEGUROS LTDA
2013;7,82438E+11;28427926;4;20;BRASILIA;DF;LAGO SUL;71610020;SHIS QL 02;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-15.857.222;-47.926.739;3;QUICK & EASY COMERCIO VAREJISTA DE ALIMENTOS
4472;7,94423E+11;35189386;1;6;BRASILIA;DF;ASA SUL;70277520;QUADRA CLS 411;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;14;RENATA DIAS VEGAN PATISSERIE COMERCIAL DE ALIMENTOS EIRELI
2405;7,51504E+11;10565310;13;40;BRASILIA;DF;ASA SUL;70333900;SCS QUADRA 08 BLOCO B 50/60;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;PRAVOCE COMERCIAL DE ALIMENTOS - VENANCIO
3322;07805831/001-74;27501464;1;38;BRASILIA;DF;ASA SUL;70342510;QUADRA CLS 103 BLOCO A LJ 16;LOJA 1;;5300108;1;ASA SUL;;;;;23;JHS COMERCIO DE CARNES EIRELI
3801;1,1416E+11;74365164;1;59;SAO PAULO;SP;BRÁS;3015000;AVENIDA CELSO GARCIA - ATÉ 2481 - LADO Í;1443;;3550308;1;ASA SUL;;;;;1;OFFICINA DO VIDRO ARTE LTDA
3115;7,41115E+11;3866010;1;0;BRASILIA;DF;SOBRADINHO ;73017970;COND. IMPERIO DOS NOBRES;S/N;;5300108;11;SOBRADINHO;;;;;;INDUSTRIA DE PANIFICAÇÃO LTDA ME 
1705;7,3132E+11;24907602;1;95;BRASILIA;DF;ASA NORTE;71200045;CLN 115 BLOCO C;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.740.274;-47.893.893;;PRIMEIRA LINHA COMERCIAL DE ROLAMENTOS LTDA
1553;7,57768E+11;13891136;1;80;BRASÍLIA;DF;ASA SUL;70293530;CLS 214 BLOCO C ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.831.048;-47.915.768;;BOM GOSTO PANIFICADORA E CONFEITARIA LTDA EPP
3435;7,93495E+11;34640153;1;15;BRASILIA;DF;SIA;71060610;SIA TRECHO 6 LOTE 65;75;;5300108;1;ASA SUL;;;;;5;FSA ESCRITORIOS ADMNISTRATIVOS LTDA
1075;7,57085E+11;13516909;1;49;BRASILIA;DF;ASA SUL;70343510;CLS 104 BLOCO A ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.807.292;-47.892.788;;FARIA & CASTRO INDUSTRIA E COMERCIO DE SORVETES LTDA ME 
2955;7,40688E+11;3638958;1;9;BRASILIA;DF;ASA SUL ;70336530;SETOR SHCS QUADRA 303;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;2;R & B COM. DE ALIMENTOS LTDA EPP
2974;7,64589E+11;18235552;1;44;BRASILIA;DF;ASA NORTE;70842510;QUADRA CLN 204 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;21;VEGAN SE COMER. DE ALIM. EIRELI
267;7,70304E+11;21471191;1;40;BRASILIA;DF;SUDOESTE;70670502;CLSW 101 BLOCO B;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.798.271;-47.920.427;;SANCHO & ALVES LTDA
1575;7,80091E+11;27218681;1;15;BRASILIA;DF;ASA SUL;70390110;SGAS 911 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.821.585;-47.957.251;;LANCHONETE CENACULO SANTO ANTONIO LTDA
2337;7,44535E+11;5665487;1;45;BRASILIA;DF;ASA SUL;70346030;SHC/SUL COMERCIO LOCAL QUADRA 108 BL A;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;HP GOMES ME
4123;7,33102E+11;372383;13;62;BRASILIA;DF;NOROESTE;70686630;QUADRA CLNW 10/11 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;15;DROGARIA BRASILA LTDA
2179;7,82541E+11;28568861;2;70;BRASILIA;DF;CRUZEIRO NOVO;70658450;SHCES QUADRA 1401 PLL ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.795.593;-47.939.142;;PIT STOP CONVENIENCIA E DISTRIBUIDORA EIRELI
4477;7,92167E+11;33915815;1;50;BRASILIA;DF;GUARA II;71060250;SETOR DE POSTOS E MOTEIS SUL I (LADO IMPAR) 2099;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;20;LUIZ ALBERTO XAVIER FROES 25195840172
4469;8,05849E+11;42110405;1;22;BRASILIA;DF;SETOR SUDOESTE;70675728;QRSW 7;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;20;CLAUDIO FERNANDES DA SILVA 56431724100
3014;7,73523E+11;23145730;1;86;BRASILIA;DF;SOBRADINHO;73252200;ROD DF 440 KM 02;S/N;;5300108;11;SOBRADINHO;1;BRASILIA - DF;;;;RANGEL VICENTE SOARES
4642;7,81397E+11;27901753;3;96;BRASILIA;DF;SAMAMBAIA SUL (SAMAMBAIA);72304508;QS 120 CONJUNTO 8;S/N;;5300108;10;PARA;1;BRASILIA - DF;;;1;PIVOT COMERCIO DE ALIMENTOS LTDA-ME
1747;7,59539E+11;14845938;1;17;BRASÍLIA;DF;ASA NORTE;70876510;CLN 413 BLOCO A;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.747.517;-47.884.363;;LA BOUTIQUE PADARIA DE TRADICAO FRACESA LTDA
4084;7,93232E+11;4972092;76;40;BRASILIA;DF;SEMI-ENTERRADO LAGO NORTE;71503504;ST SHIN CA 04 SETOR DEHABITAÇOES;S/N;;5300108;4;LAGO NORTE;1;BRASILIA - DF;;;1;GRUPO FARTURA DE HORTIFRUTI S.A
1023;7,58956E+11;14485385;1;39;BRASILIA;DF;ASA NORTE;70753520;CLN 110 BLOCO B ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-157.588;-47.887.539;;EL PASO MEXICANO BAR E RESTAURANTE LTDA - ASA NORTE
2011;7,43966E+11;5372055;1;46;BRASILIA;DF;ZONA CÍVICO ADMINISTRATIVO;70056900;ESPLANADA DOS MINISTÉRIOS BLOCO F;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.798.645;-47.871.994;;ESPLANADA BANCA DE JORNAIS E LOTERICA
266;;34020354;1;10;BRASÍLIA;DF;ASA NORTE;70711010;SCN QUADRA 01 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;CAIXA SEGURADORA S.A.
2539;7,59055E+11;14518857;1;2;BRASILIA;DF;SETOR LESTE - GAMA;72450020;QUADRA 2;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;;ALICE MARIA DOS SANTOS SOUZA MIRANDA ME
2104;7,58203E+11;14095983;1;0;BRASILIA;DF;ASA NORTE;70745510;CLN 306 BLOCO A;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.768.651;-47.886.362;;LS DIAS RESTAURANTE
3831;7,68713E+11;20547324;1;51;BRASILIA;DF;ASA NORTE;70610630;SGON CL QUADRA 03 UNIDADE 225/231/237 ;237;;5300108;1;ASA SUL;;;;;10;BRAZOLIA COZINHA E BAR LTDA
3392;7,94784E+11;35364789;1;44;BRASILIA;DF;VICENTE PIRES;72007730;RUA 12 CHACARA 312A S/N ;LOJA 2;;5300108;1;ASA SUL;;;;;10;CLARISSA BANDEIRA COELHO ULHOA
1526;7,713E+11;22082759;1;1;BRASÍLIA;DF;SETOR HABITACIONAL JARDIM BOTA;71680370;COND QUINTAS DO SOL SN;0;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;C S DA ROSA SEADE COMERCIO DE ALIMENTOS  ME
1524;7,59207E+11;14634321;1;52;BRASÍLIA;DF;ASA NORTE;70790080;SGAN 908;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.766.467;-478.946;;LANCHONETE PACHECO E BAIÃO LTDA ME
2351;7,87985E+11;31602167;1;56;BRASILIA;DF;SETOR INDUSTRIAL GAMA;72445070;QI 07 LOTES 560 E 580;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;;TEMPLE BURGUER BAR E PETISCARIA LTDA ME
307;;68841;1;30;BRASILIA;DF;SAAN ZONA INDUSTRIAL;70632300;SAAN QUADRA 3;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.762.837;-47.932.566;;CONBRAL S A CONSTRUTORA BRASILIA
3427;7,98382E+11;37364723;1;80;BRASILIA;DF;ASA NORTE;70857510;CLN 409 BLOCO A LOJA ;19;;5300108;1;ASA SUL;;;;;15;BAR FAROL BEER 66 - EIRELI
2778;7,89704E+11;32583955;1;5;BRASILIA;DF;ASA NORTE;70910900;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ARTIGO E PROSA COM. DE ALIM. E BEBIDAS
2830;7,90841E+11;33228335;1;10;BRASILIA;DF;ASA NORTE;70752510;QUADRA CLN 109;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;VMS INSTITUTO DE TERAPIAS E SPA EIRELI
1249;7,67385E+11;19814416;1;71;BRASILIA;DF;SIA;71200030;SIA TRECHO 3/4 LT 625/695;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;NALBA M MOTA CAROLINO ME
1345;7,4347E+11;5092805;2;7;BRASÍLIA;DF;ASA NORTE;70790140;Q SGAN 914;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;COLINHO DE MAE CRECHE E ESCOLA LTDA  EPP
2156;106466534;23592569;1;99;GOIANIA;GO;SETOR BUENO;74223060;AVENIDA T 10;S/N;;5208707;9;PARK WAY;1;BRASILIA - DF;;;;S GONCALVES COMERCIO DE ALIMENTOS LTDA - ME
1887;7,38001E+11;2277205;1;44;BRASÍLIA;DF;SOF NORTE;70634130;SETOR SOF NORTE QUADRA 1;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.765.983;-47.937.114;;VERT SOLUCOES EM INFORMATICA
3833;7,81914E+11;28234264;1;29;BRASILIA;DF;ASA SUL;70238510;QUADRA CLS 404 SN BLOCO A LOJA 27;27;;5300108;1;ASA SUL;;;;;10;RBL ALIMENTOS 132DF EIRELLI
1941;7,65641E+11;18844775;1;9;BRASÍLIA;DF;ASA SUL;70297540;"SHCS /CL QUADRA 414 BLOCO ""D""";S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.835.044;-47.916.661;;MIKAMI PRODUTOS ORIENTAIS LTDA EPP
3348;7,57641E+11;13814410;2;7;BRASILIA;DF;ASA SUL;70237510;QUADRA SHCS CL403 BLOCO A;S/N;;5300108;1;ASA SUL;;;;;35;CHUFF & SOUTO COMERCIO DE ALIMENTOS EIRELI
1119;7,35886E+11;1047038;1;82;BRASÍLIA;DF;ASA NORTE;70754510;CLN 111 BLOCO A;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.752.636;-47.889.111;;PANIFICADORA PANETUTTI EIRELI EPP
3499;7,3293E+11;37063328;15;62;BRASILIA;DF;ASA SUL;70200002;TRECHO SCES TRECHO 2;1;;5300108;1;ASA SUL;;;;;21;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA
2237;7,87064E+11;31087692;1;80;BRASILIA;DF;AGUAS CLARAS;71918540;RUA 33/34 NORTE;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;ADDA COMERCIO DE ALIMENTOS LTDA
807;7,65414E+11;18701735;1;8;BRASILIA;DF;ASA NORTE;70873530;CLN 214 BLOCO C ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.744.717;-47.886.782;;SANTUARIO BAR E RESTAURANTE LTDA ME
3874;7,79686E+11;26968838;1;67;BRASILIA;DF;LAGO SUL;71625250;SHIS CL QI 11 BLOCO P LJ 20;20;;5300108;1;ASA SUL;;;;;15;EMPÓRIO 11 COMÉRCIO DE ALIMENTOS E BEBIDAS EIRELI
3087;7,98635E+11;37510691;1;83;BRASILIA;DF;ASA SUL;70252000;SQS 206 ;S/N;;5300108;1;ASA SUL;;;;;;FD CONVENIENCIA 206 COM. VAREJ. DE BEB. E ALIM. 
3411;7,73488E+11;23130518;1;45;BRASILIA;DF; JARDINS MANGUEIRAL;71699002;AV DO CERRADO QUIOSQUE AREA ESPECIAL ;.;;5300108;1;ASA SUL;;;;;28;HS COMERCIO DE BAR E PETISCARIA LTDA
3815;7,85613E+11;30294693;1;33;BRASILIA;DF;ASA NORTE;70773520;QUADRA CLN 116 BLOCO B Nº 78, LOJA 46;78;;5300108;1;ASA SUL;;;;;16;SALVE COMÉRCIO DE CAFÉ LTDA ME
4552;8,03423E+11;40780893;1;50;BRASILIA;DF;MORRO AZUL (SAO SEBASTIAO);71691244;QUADRA 1 ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;14;LANCHONETE CARREIRO EIRELI
3098;7,70085E+11;21333974;3;29;BRASILIA;DF;JARDIM BOTANICO;71686301;AV.DOM BOSCO CH.STA EDWIGES ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;;;;;1;SIC. COMERCIO DE ALIMENTOS LTDA - BELLAVIA JB
1407;7,76883E+11;24857947;1;81;BRASÍLIA;DF;SETOR HABITACIONAL VICENTE PIR;72005818;RUA 3 CHÁCARA 92C LOTE 67 LOJA 01;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;-15.794.375;-48.011.821;;DISTRIBUIDORA E MERCEARIA CASB EIRELI ME
1377;7,70193E+11;21405156;1;22;BRASÍLIA;DF;GUARA;71009000;ESTRADA PARQUE TAGUATINGA LOTE 08 BL Q LOJA 10 E 1;1;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;MARIO AUGUSTO COMERCIO DE ALIMENTOS E BEBIDAS EIRELI ME NOME
2146;7,79008E+11;26560571;1;74;BRASILIA;DF;ASA NORTE;70770100;STN CONJUNTO J;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.733.427;-47.899.133;;SOUSA LIMA COMERCIO DE ALIMENTOS
2108;7,77748E+11;25313381;1;90;BRASILIA;DF;TAGUATINGA;71950904;QS 01 RUA 210;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.841.206;-48.043.967;;BIOMUNDO TAGUATINGA SHOPPING EIRELLI
2856;7,94445E+11;35237969;1;65;BRASILIA;DF;AGUAS CLARAS ;71915000;RUA 19 NORTE;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;LORD BEER RESTAURANTE E PETIS. EIRELI
236;7,64974E+11;18415147;1;8;BRASÍLIA;DF;SUDOESTE;70670100;SQSW 101 ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;;VANESSA MOREIRA MEIRELES ME
1288;7,78269E+11;26133945;1;75;BRASÍLIA;DF;ASA SUL;70238510;CLS 404 BLOCO A;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.813.664;-47.890.546;;BRACE COMERCIO DE ALIMENTOS EIRELI
3554;7,84401E+11;29653070;1;20;BRASILIA;DF;ASA SUL;70377520;QUADRA CLS 114 BLOCO B;10;;5300108;1;ASA SUL;;;;;10;CHICAGO PRIME ROTISSERIA EIRELI
4301;8,03191E+11;31773806;1;46;BRASILIA;DF;RIACHO FUNDO I;71805731;QN 07, ÁREA ESPECIAL 01;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;22;JANINE DE LIMA CESAR 03553024704
4451;8,017E+11;39829732;1;24;BRASILIA;DF;ASA NORTE;70770640;SHCGN CR;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;20;SANTO EXPEDITO COMERCIO DE ALIMENTOS LTDA.
3395;7,9589E+11;35957063;1;15;BRASILIA;DF;NORTE (ÁGUAS CLARAS);71900100;AVENIDA DAS CASTANHEIRAS LOTE 1060 ;22/23;;5300108;1;ASA SUL;;;;;35;MAYUU SUSHI AGUAS CLARAS RESTAURANTE LTDA
1281;7,73726E+11;23226180;1;20;BRASÍLIA;DF;ASA NORTE;70772530;CLN 115 BLOCO C;115;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;I & M COMERCIO VAREJISTA DE ALIMENTOS EIRELI EPP
1824;7,62906E+11;17266861;1;19;BRASÍLIA;DF;SAMAMBAIA SUL ;72302566;QS 116 CONJUNTO 6 COMÉRCIO ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.871.087;-48.065.517;;COSTA & SILVA COMERCIO DE VERDURAS LTDA ME
3568;7,78635E+11;26327305;1;4;BRASILIA;DF;SETOR INDUSTRIAL (GAMA);72445010;QUADRA QUADRA 1;S/N;;5300108;1;ASA SUL;;;;;10;RESTAURANTE ESPAÇO GOURMET EIRELI - ME
3273;7,88144E+11;31708806;1;62;BRASILIA;DF;GUARA II;71050080;QUADRA QE 13 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;6;LATICINIOS EMPORIO ESPIRITO SANTO EIRELI
3097;7,62164E+11;16849652;1;35;BRASILIA;DF;LAGO NORTE;71540400;SHTQ TRECHO 01 ;S/N;;5300108;4;LAGO NORTE;;;;;;ALIMENTARE MERCANTIL DE ALIMENTOS LTDA
1174;7,43322E+11;5025586;1;62;BRASÍLIA;DF;ASA NORTE;70711903;SCN QUADRA 1 BLOCO E ED CENTRAL PARK SALA 1501/150;1;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;N PRODUÇÕES
3452;7,98822E+11;37610941;1;57;BRASILIA;DF;CEILANDIA SUL ;72215193;Q QNM 19 CONJUNTO C LOTE;47;;5300108;1;ASA SUL;;;;;23;ACOUGUE JR COMERCIO DE CARNES LTDA
2485;7,51001E+11;9477652;51;55;BRASILIA;DF;ASA SUL ;70354000;SETOR EQS 306/307 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;SDB COMERCIO DE ALIMENTOS LTDA 
605;7,70441E+11;21494675;1;4;BRASÍLIA;DF;SUDOESTE;70673603;CLSW 301 BLOCO C ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.798.126;-47.921.026;;FAM COMERCIO DE CERVEJAS ESPECIAIS LTDA EPP
3143;7,86953E+11;31037029;1;71;BRASILIA;DF;ASA NORTE ;70730766;SHCGN CLR QUADRA 705 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;;;;;2;PANIFICADORA E MINEMERCADO PAO NOBRE EIRELI 
2445;7,89732E+11;32602266;1;9;BRASILIA;DF;ASA SUL ;70393905;QUADRA SUSU BLOCO O ;39;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;EMPORIO CANTINHO DA ROCA COMERCIO DE ALIMENTOS LTDA
3111;7,69652E+11;21102142;1;30;BRASILIA;DF;CANDANGOLANDIA;71725200;SETOR SPM EPIA SUL ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;;MLE PRODUTOS DE CONVENIENCIA LTDA
2211;7,75543E+11;24122364;1;2;BRASILIA;DF;AGUAS CLARAS;71931360;R 36 SUL LOTE 15;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;EDSON PAULIS
1025;7,34455E+11;72590656;1;12;BRASILIA;DF;ASA SUL;70300500;SHCS CL QUADRA 202 BLOCO C LOJA 36;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;RP ALIMENTACAO E DIVERSOES LTDA EPP
3531;7,62095E+11;16800128;1;70;BRASILIA;DF;ÁREA OCTOGONAL;70660900;AOS 2/8 LOTE 05;126;;5300108;1;ASA SUL;;;;;27;PRIME COMERCIO DE ALIMENTOS LTDA
2217;7,56597E+11;13197254;1;93;BRASILIA;DF;PLANALTINA;73810130;RODOVIA BR 020;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;1;OTIMA COMERCIO DE ALIMENTOS LTDA
3407;7,84549E+11;29688013;1;87;BRASILIA;DF;SAMAMBAIA NORTE;72320581;QUADRA QS 414 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;20;AGATHA ALECRIM NOBRE 05106943140
3489;7,32767E+11;26460261;1;88;BRASILIA;DF;ASA SUL;70610300;PARQUE RECREATIVO SARAH KUBITSCHEK;S/N;;5300108;1;ASA SUL;;;;;27;ALPINUS RESTAURANTE LTDA
2574;7,86445E+11;30727031;1;0;BRASILIA;DF;AGUAS CLARAS;71929540;AVENIDA JEQUITIBÁ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;TITO PADARIA E SUPERMERCADO EIRELI
4276;7,98718E+11;37555003;1;0;BRASILIA;DF;LAGO SUL ;71660800;QUADRA SHIS CL QI 23 ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;7;FABRICA 23 COMERCIO DE BEBIDAS LTDA
4375;7,9834E+11;18119728;1;0;BRASILIA;DF;AGUAS CLAS;71904540;RUA DAS CARNAUBAS;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;20;LFA DISTRIBUIDORA DE DOCES E PRESENTES LTDA
2100;7,70492E+11;21563902;1;6;BRASILIA;DF;AGUAS CLARAS;71908180;RUA 7 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.834.499;-48.013.613;;FLP PIZZAIOLOS LTDA ME
2412;7,56622E+11;13247126;1;7;BRASILIA;DF;SETOR RESIDENCIAL PLANALTINA;73360404;QUADRA 4 CONJUNTO D, 20/19;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;NJ COMERCIAL DE ALIMENTOS LTDA
2149;7,79376E+11;26775532;1;94;BRASILIA;DF;GUARA;71015017;QE 20 ÁREA ESPECIAL A ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;CFG COMERCIO DE ALIMENTOS LTDA - EPP
3500;7,3293E+11;37063328;14;81;BRASILIA;DF;SETOR DE MANSÕES DOM BOSCO;71680120;CONJUNTO SMDB CONJUNTO 12;2;;5300108;1;ASA SUL;;;;;21;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA
1317;7,50498E+11;9610937;1;53;BRASÍLIA;DF;ASA NORTE;70750000;SHCGN/CR QD 710/711 BLOCO H LJ 56;710;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ADRIANA ALVES PEREIRA ME
3658;7,66503E+11;19321551;1;85;BRASILIA;DF;ASA SUL;70254530;QUADRA CLS 208 BLOCO C;36;;5300108;1;ASA SUL;;;;;5;SES COMERCIO DE ALIMENTOS LTDA ME
